Level,Unit_Name,Content_Type,Content_Name,Unit_Sub_Unit_Name,Unit_Description
Fifth Grade,Unit 14: Converting units of measure,Video,"Converting units of time review (seconds, minutes, & hours)",Converting units of time,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Lesson,Convert units of time,Converting units of time,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,Converting units: metric distance,Converting metric units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,Converting units: centimeters to meters,Converting metric units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,Metric units of mass review (g and kg),Converting metric units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,"Metric units of length review (mm, cm, m, & km)",Converting metric units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,Metric units of volume review (L and mL),Converting metric units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,U.S. customary and metric units,Converting metric units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Lesson,Convert units (metrics),Converting metric units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,Measurement word problem: tea party,Converting metric units word problems,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,Time word problem: Susan's break,Converting metric units word problems,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Lesson,Convert units word problems (metrics),Converting metric units word problems,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Lesson,Convert units multi-step word problems (metric),Converting metric units word problems,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,Converting units: US volume,Converting US Customary units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,Same length in different units,Converting US Customary units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
Fifth Grade,Unit 14: Converting units of measure,Video,"US Customary units of length review (in, ft, yd, & mi)",Converting US Customary units,"Just as there's more than one way to measure something, there's more than one unit of measure! In this unit, you'll learn all about converting between different units of measure, time to metric and US customary measurements, so you can solve any word problem thrown your way."
